class,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
XGBRegressor,15,42046,2804,2803,0.2494438257849294,5.058741661378026,4.067070995362112,6.100606493043168,0.4939956022305531,5.058741661378026,4.067070995362112,6.100606493043168,0.4939956022305531,3,2,1,0.1666666666666666,1.0467751773967349,0.00036486,4.648130722080711,1.0563254848143515,3.739573272,0.025812753,25.15508313528818,6.394124448353517,1.0,1,1,0,0.8,0,2,0.7483314773547883,2.466666666666667,2,3,0.498887652,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.057108212,0,0,0.5004024235381879
XGBRegressor,15,24181,1613,1612,0.2494438257849294,5.111439467478105,4.156327543424317,5.707196029776675,0.4845349988097582,5.111439467478105,4.156327543424317,5.707196029776675,0.4845349988097582,2,2,0,0.1666666666666666,1.1946375284480082,0.001994736,4.734852530643945,1.5109803897240477,7.051906611825859,0.826582402,27.552054206369096,7.792527390969443,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.1525252443499335,0,0,0.0
LASSO,5,5181,1037,1036,0.4000000000000001,4.844517337284936,4.343629343629344,5.598455598455598,0.5394637485542954,4.844517337284936,4.343629343629344,5.598455598455598,0.5394637485542954,7,7,0,1.0,1.5424364888639868,8.564736857598328e-05,3.8056037630495134,0.6754923694386553,8.825962726636952,0.9846239272926972,20.34103345,3.2709532250478364,0.0,0,0,0,4.8,2,7,1.939071942966532,6.2,6,7,0.3999999999999999,7.0,7,7,0.0,4,4,4,0,2,2,2,0,2,2,2,0,0.014637332,1037,1036,0.6730116670092565
LASSO,15,17280,1152,1152,0.0,4.884259259259259,3.732638888888889,6.163194444444445,0.5530784862023317,4.884259259259259,3.732638888888889,6.163194444444445,0.5530784862023317,5,5,0,0.1666666666666666,2.938923300319357,8.524810642796586e-06,5.2253719653589865,0.6885366718157124,22.734720839389148,0.2116886730702116,41.03996208865029,3.6665453011445774,0.0,0,0,0,3.8,1,4,0.7483314773547886,4.0,4,4,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.008641194,0,0,0.2449300267946353
XGBRegressor,10,17280,1728,1728,0.0,4.9594907407407405,4.398148148148148,5.671296296296297,0.4323269142504574,4.9594907407407405,4.398148148148148,5.671296296296297,0.4323269142504574,4,4,0,0.1666666666666666,3.223677681839724,0.00014332,4.837154104798445,0.6638391287489537,16.168537949250968,0.3458175234051328,28.74625869567832,3.4629920589646708,0.0,0,0,0,2.8,1,3,0.6,3.5,3,4,0.5,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.015616812,0,0,0.3250829733914482
LinearSVR,5,14016,2804,2803,0.3999999999999999,5.101351059059914,4.564907275,5.957902247591866,0.4682599972725433,5.101351059059914,4.564907275,5.957902247591866,0.4682599972725433,3,3,0,0.5,0.066024792,0.008970697,0.2193776011542514,0.043124529,0.667951085,0.1045985257785688,1.2056971233230434,0.094249378,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.4936004360635026,0,0,0.0
HUBERREGRESSOR,10,9211,922,921,0.3,4.972360986478434,4.3431053203040175,5.646036916395222,0.426017556,4.972360986478434,4.3431053203040175,5.646036916395222,0.426017556,3,3,0,0.5,0.1164738319698382,0.016529876,0.1867017117037726,0.024429099,1.2185834941322229,0.951271872,1.3732518509830949,0.046081497,0.0,0,0,0,0.2,0,1,0.4000000000000001,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.1816121780781924,0,0,0.0
LinearSVR,15,31096,2074,2073,0.2494438257849294,5.061725638433748,4.003859141341052,6.078147612156296,0.548257165,5.061725638433748,4.003859141341052,6.078147612156296,0.548257165,2,1,1,0.1666666666666666,0.068597581,0.000715363,0.3557062475842411,0.0,1.2052031597371764,0.7554654998409811,1.3501316793478082,0.0,1.0,1,1,0,0.0,0,0,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.081173102,0,0,0.0
LASSO,5,34560,6912,6912,0.0,4.973958333333334,4.817708333333334,5.251736111111112,0.1614676669942558,4.973958333333334,4.817708333333334,5.251736111111112,0.1614676669942558,7,6,1,0.1666666666666666,1.396273503374871,1.6985704936281387e-05,2.927763259152557,0.448945507,7.524326504,0.6338228398180905,15.259711186553227,1.6460479310383331,1.0,1,1,0,6.2,6,7,0.3999999999999999,5.8,5,6,0.3999999999999999,7.0,7,7,0.0,4,4,4,0,2,2,2,0,1,1,1,0,0.024804641,6911,6911,0.0
HUBERREGRESSOR,10,10361,1037,1036,0.3,4.980201650886318,3.861003861003861,5.791505791505792,0.5777486618218721,4.980201650886318,3.861003861003861,5.791505791505792,0.5777486618218721,3,3,0,0.5,0.041628121,0.0,0.1145432237211335,0.010840537,1.2683278290997264,1.204209419484663,1.3750534359138378,0.023415491,0.0,0,0,0,0.0,0,0,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.1650171774397485,0,0,0.0
HUBERREGRESSOR,10,31101,3111,3110,0.3,5.073809250651924,4.469453376205788,5.755627009646302,0.3808796298216341,5.073809250651924,4.469453376205788,5.755627009646302,0.3808796298216341,3,3,0,0.1666666666666666,1.4372434973544617,6.24856487760054e-05,4.946913792618794,0.6908157383774025,8.749928994830842,0.8123757127150846,32.99166274393076,4.643944750840687,0.0,0,0,0,1.9,1,2,0.3,2.0,2,2,0.0,3.0,3,3,0.0,1,1,1,0,0,0,0,0,1,1,1,0,0.013080265,777,777,0.3250829733914482
XGBRegressor,15,34560,2304,2304,0.0,5.028935185185185,4.427083333333334,5.729166666666666,0.4098799458398943,5.028935185185185,4.427083333333334,5.729166666666666,0.4098799458398943,6,5,1,0.1666666666666666,1.9417652178594365,0.003470132,4.673290036310957,0.8013449557982242,9.326084480095409,0.1415078537378948,25.59066586939557,4.215301319301678,1.0,1,1,0,2.333333333333333,0,5,2.086996778999804,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.039155581,0,0,0.6909233093138181
XGBRegressor,15,13816,922,921,0.2494438257849293,5.218627305508254,4.234527687296417,6.948968512486428,0.7100058264844866,5.218627305508254,4.234527687296417,6.948968512486428,0.7100058264844866,3,3,0,0.1666666666666666,0.7363429491118924,2.93592945324657e-05,4.942912887888654,1.0074258153407245,3.840500202471388,0.1279397291312412,30.563398094609543,5.695804321726422,0.0,0,0,0,1.0,1,1,0.0,2.1333333333333333,2,3,0.339934634,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.047190114,0,0,0.6365141682948128
HUBERREGRESSOR,20,38001,1901,1900,0.2179449471770337,4.952512528032337,4.2105263157894735,6.105263157894736,0.4561878078436007,4.952512528032337,4.2105263157894735,6.105263157894736,0.4561878078436007,4,4,0,0.1666666666666666,0.1179148618811817,0.002763529,0.3549459513018394,0.061488463,0.8678778322459367,0.099385422,1.2617346698919876,0.2075124639916179,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.2668489159512447,0,0,0.0
HUBERREGRESSOR,10,14011,1402,1401,0.3,4.874773572168239,4.354032833690221,6.209850107066381,0.5695282799275267,4.874773572168239,4.354032833690221,6.209850107066381,0.5695282799275267,3,3,0,0.5,0.075955861,0.005137577,0.3316789318221137,0.054171113,0.6647167574337078,0.1659981741499372,1.210357913211509,0.098994171,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.4833512107163418,0,0,0.0
XGBRegressor,10,42041,4205,4204,0.3,4.997505348510167,4.543292102759277,5.494766889,0.314976186,4.997505348510167,4.543292102759277,5.494766889,0.314976186,4,3,1,0.1666666666666666,1.1767997736021276,0.048325152,4.610963143483212,0.000210131,5.337738902190382,0.2299362185601623,24.952920035553625,0.000259021,1.0,1,1,0,1.6,1,4,1.2,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.058572893,0,0,0.5004024235381879
HUBERREGRESSOR,5,9216,1844,1843,0.4,4.893711681534045,4.446854663774404,5.317417254476397,0.3512478436345966,4.893711681534045,4.446854663774404,5.317417254476397,0.3512478436345966,3,3,0,0.5,0.030358341,0.00126531,0.077040183,0.010244203,0.7918088460094368,0.5647492361547695,1.206379563495537,0.01348038,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.4992624333053917,0,0,0.0
LinearSVR,5,31101,6221,6220,0.3999999999999999,4.964484468,4.533033274393184,5.160771704180064,0.2299913656024705,4.964484468,4.533033274393184,5.160771704180064,0.2299913656024705,2,2,0,0.1666666666666666,1.4984985074135917,0.001176357,4.395255309032082,1.2935075570751529,8.093703838,1.1924561144024746,22.28016848846256,6.0994952592249065,0.0,0,0,0,0.6,0,1,0.4898979485566356,1.0,1,1,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.013311609,0,0,0.6730116670092565
HUBERREGRESSOR,10,8061,807,806,0.3,4.949618874549921,3.8461538461538463,6.071871127633209,0.6396479415747557,4.949618874549921,3.8461538461538463,6.071871127633209,0.6396479415747557,4,4,0,0.5,0.1006809029923591,0.027024071,0.1835416543099158,0.013063554,1.166028333487343,1.028488588146504,1.2863257696234631,0.027838767,0.0,0,0,0,0.0,0,0,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1768751587474294,0,0,0.0
QUANTILEREGRESSOR,10,18324,1833,1832,0.4898979485566356,0.012736536,0.0,0.1273653566229985,0.038209607,0.010917031,0.0,0.1091703056768558,0.032751092,2,2,0,0.016666667,0.9996459985659026,0.2166513161023589,1.9272073907817129,0.025735808,1.7985391301830478,0.1028819642110634,6.066128926764864,0.1507364316759544,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.4375410375878695,0,0,0.0
LinearSVR,15,34560,2304,2304,0.0,4.988425925925926,4.340277777777778,5.772569444444445,0.4051339264626651,4.988425925925926,4.340277777777778,5.772569444444445,0.4051339264626651,4,4,0,0.1666666666666666,3.2919268356630105,1.2184404199068442e-05,5.514067819447992,0.6070674755333613,21.44092036877504,0.1995300652361034,38.648731721985904,3.378563745860981,0.0,0,0,0,3.1333333333333333,3,4,0.3399346342395189,3.1333333333333333,3,4,0.339934634,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.01334936,0,0,0.0
XGBRegressor,5,10366,2074,2073,0.3999999999999999,5.064615962871115,4.775687409551375,5.258080077182827,0.1825227066332159,5.064615962871115,4.775687409551375,5.258080077182827,0.1825227066332159,4,4,0,0.1666666666666666,0.022443902,0.004971919,0.041450156,0.000351224,0.6686161947196388,0.6349732193888915,0.6945328007458227,0.000659058,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.2875246286997871,0,0,0.0
XGBRegressor,15,42046,2804,2803,0.2494438257849294,4.954093577816988,4.530859793078844,5.636817695326436,0.2949425169222455,4.954093577816988,4.530859793078844,5.636817695326436,0.2949425169222455,1,1,0,0.1666666666666666,0.7990623751805462,0.000620105,2.2934152450421426,0.0,1.1449287666016936,0.09029869,4.143706305765205,0.0,0.0,0,0,0,0.4,0,1,0.4898979485566356,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.017737498,0,0,0.5004024235381879
HUBERREGRESSOR,15,42046,2804,2803,0.2494438257849294,4.977894583,4.281127363539065,5.815198002140564,0.4547458558156705,4.977894583,4.281127363539065,5.815198002140564,0.4547458558156705,4,4,0,0.1666666666666666,2.2937636521334364,0.3228379859731585,3.302920474267104,0.001338489,12.871407303632187,5.692271358364648,17.76685821871243,0.016743553,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.066991494,0,0,0.0
XGBRegressor,15,20731,1383,1382,0.2494438257849294,4.987713462243444,4.341534008683068,5.933429811866859,0.4107305687925053,4.987713462243444,4.341534008683068,5.933429811866859,0.4107305687925053,3,2,1,0.1666666666666666,1.200524992,7.883350996008196e-05,4.785143249338435,1.5017022866224004,6.496174720314198,0.4513396393190789,28.350747278369965,8.174963252846126,1.0,1,1,0,1.0,1,1,0.0,2.066666666666667,2,3,0.2494438257849294,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.044725412,0,0,0.6909233093138181
LASSO,10,17280,1728,1728,0.0,4.94212963,4.166666666666666,5.671296296296297,0.4652720194963377,4.94212963,4.166666666666666,5.671296296296297,0.4652720194963377,6,5,1,0.1666666666666666,0.5006626998768078,0.037647049,1.5392396380647253,0.1567237737012912,1.1511759442095009,0.000474981,4.987481606469905,0.4500962721305672,1.0,1,1,0,1.0,1,1,0.0,5.0,5,5,0.0,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.052766235,0,0,0.0
XGBRegressor,5,17280,3456,3456,0.0,4.994212962962964,4.282407407407407,5.931712962962963,0.5555555555555555,4.994212962962964,4.282407407407407,5.931712962962963,0.5555555555555555,2,2,0,0.1666666666666666,2.4518138277489845,0.001851033,4.4944061484054405,1.048677872097357,10.729485895894504,0.1265617559209721,24.215801624738585,5.223304235865389,0.0,0,0,0,1.2,1,2,0.4,1.2,1,2,0.4,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.014096163,0,0,0.0
HUBERREGRESSOR,5,4606,922,921,0.4,5.058634277087293,4.885993485,5.211726384364821,0.1308516908555341,5.058634277087293,4.885993485,5.211726384364821,0.1308516908555341,2,2,0,1.0,0.016751042,0.002580109,0.073193199,0.017340212,0.8779756320424481,0.4498061738942285,1.2147284354171268,0.044078296,0.0,0,0,0,1.0,1,1,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.6071275007374357,0,0,0.0
LinearSVR,5,6911,1383,1382,0.4,5.020996114698535,3.979739507959479,6.512301013024602,0.8667011237786815,5.020996114698535,3.979739507959479,6.512301013024602,0.8667011237786815,5,5,0,0.1666666666666666,1.0413596091060238,0.013945327,4.259055066103721,0.7159558457526451,5.729028750081019,0.053821363,25.02724379842271,4.031710865464939,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1855527185404905,0,0,0.0
XGBRegressor,5,24191,4839,4838,0.3999999999999999,4.9315952163167855,4.361306324927656,5.332782141380736,0.3580336202669048,4.9315952163167855,4.361306324927656,5.332782141380736,0.3580336202669048,4,3,1,0.1666666666666666,0.083250335,0.022461925,0.2048463642023964,0.000105283,1.0503823201006504,0.7372508524157975,1.2213332658164815,0.000300163,1.0,1,1,0,1.0,1,1,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.084693946,0,0,0.0
HUBERREGRESSOR,5,14016,2804,2803,0.3999999999999999,5.037095978783685,4.780592222618623,5.244381020335355,0.202203963,5.037095978783685,4.780592222618623,5.244381020335355,0.202203963,3,3,0,0.5,2.1422527684653603,0.8659006987792974,2.952419767426907,0.00104444,10.661256289358104,3.5505757072402324,14.405719579004009,0.007458122,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.2019155642459207,0,0,0.0
HUBERREGRESSOR,15,24181,1613,1612,0.2494438257849294,5.086651211183739,4.342431762,5.769230769230769,0.4537392051657053,5.086651211183739,4.342431762,5.769230769230769,0.4537392051657053,5,5,0,0.1666666666666666,1.043501229,0.023216502,2.462774326154397,0.3371994747280258,5.504386019106391,1.2214405556307997,11.826980165715238,1.2171696702168116,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1388622300647051,0,0,0.0
XGBRegressor,5,34560,6912,6912,0.0,5.043402777777778,4.701967592592593,5.280671296296297,0.2189535232915814,5.043402777777778,4.701967592592593,5.280671296296297,0.2189535232915814,4,4,0,0.1666666666666666,2.123755123469557,1.429225533116704,4.329026639968505,0.000117781,6.670051071854918,2.087321515683171,21.518323217723204,0.000224374,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.086939883,0,0,0.0
XGBRegressor,5,5760,1152,1152,0.0,4.895833333333334,4.340277777777778,5.642361111111112,0.5167665300742091,4.895833333333334,4.340277777777778,5.642361111111112,0.5167665300742091,5,3,2,1.0,1.496981140821852,4.753953919709119e-05,4.184055797940213,0.8773882749214676,9.235510296976358,0.7564190622788072,35.99678050529009,8.071693558158595,1.0788511749347258,1,2,0,2.2,1,5,1.469693845669907,3.6,3,4,0.4898979485566356,4.6,4,5,0.4898979485566356,2,2,2,0,0,0,0,0,0,0,0,0,0.034303729,0,0,0.6730116670092565
XGBRegressor,5,5760,1152,1152,0.0,5.104166666666667,4.513888888888888,5.902777777777778,0.4606423319938056,5.104166666666667,4.513888888888888,5.902777777777778,0.4606423319938056,6,6,0,0.5,1.483745161589824,0.00116744,4.0360989088008825,0.6509646263655838,4.189204957251389,0.004057212,18.007746365134622,3.193592763,0.0,0,0,0,5.2,5,6,0.3999999999999999,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.3006660896797117,0,0,0.0
XGBRegressor,5,10366,2074,2073,0.3999999999999999,5.122507734796606,4.389773275446213,5.692233478051134,0.4997433004912691,5.122507734796606,4.389773275446213,5.692233478051134,0.4997433004912691,2,2,0,0.5,0.5764720057953131,0.0,4.653112033537229,1.2626118505548507,3.718509635744353,0.6145909967847039,26.21251487023097,6.981235656568026,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.4778759397583266,0,0,0.0
HUBERREGRESSOR,15,20731,1383,1382,0.2494438257849294,5.060086314453747,4.4107013738250185,5.788712011577424,0.3997125529887669,5.060086314453747,4.4107013738250185,5.788712011577424,0.3997125529887669,5,5,0,0.1666666666666666,0.4911699668185773,0.018626981,1.2633128769196105,0.003436924,1.6078049315127545,0.1696438743987243,4.195233347406308,0.009988245,0.0,0,0,0,4.2,0,5,1.5577761927397231,5.0,5,5,0.0,5.0,5,5,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.1611590577122293,0,0,0.2449300267946353
LinearSVR,20,17280,864,864,0.0,4.994212962962964,3.7037037037037033,6.365740740740741,0.6840219025880421,4.994212962962964,3.7037037037037033,6.365740740740741,0.6840219025880421,8,8,0,0.1666666666666666,3.328017312758078,1.964750456928941e-07,5.578348876200777,0.5556317387745641,25.17405836324897,0.5670820975796942,40.38583986233535,3.178843820257148,0.0,0,0,0,6.7,1,7,1.3076696830622023,7.2,7,8,0.3999999999999999,8.0,8,8,0.0,7,7,7,0,5,5,5,0,0,0,0,0,0.008677249,0,0,0.1985152433458726
XGBRegressor,5,17280,3456,3456,0.0,5.104166666666667,4.571759259,5.815972222222222,0.4151367230199294,5.104166666666667,4.571759259,5.815972222222222,0.4151367230199294,1,0,1,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.076451661,0,0,0.5004024235381879
HUBERREGRESSOR,5,4606,922,921,0.4000000000000001,4.928529538533284,4.121475054229935,5.863192182410423,0.758197444,4.928529538533284,4.121475054229935,5.863192182410423,0.758197444,3,3,0,0.5,0.044633757,0.005887254,0.1399738088579673,0.024648888,0.7621880007012592,0.4573024434249011,1.2134943755646808,0.032445415,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.4718697432543433,0,0,0.0
XGBRegressor,20,17280,864,864,0.0,4.890046296296296,3.8194444444444446,6.481481481481481,0.684609172,4.890046296296296,3.8194444444444446,6.481481481481481,0.684609172,7,7,0,0.1666666666666666,1.8973120409257909,2.3876839917030743e-06,5.087706675834806,0.484581461,11.15263866484186,0.1593431954710973,33.27960736334087,3.496258562540021,0.0,0,0,0,6.05,4,7,0.5894913061275798,6.2,6,7,0.3999999999999999,7.0,7,7,0.0,3,3,3,0,1,1,1,0,2,2,2,0,0.01289365,2,2,0.1985152433458726
LinearSVR,10,10361,1037,1036,0.3,4.989910009196413,4.054054054054054,5.598455598455598,0.5361514142388182,4.989910009196413,4.054054054054054,5.598455598455598,0.5361514142388182,2,2,0,0.1666666666666666,0.1580027326253829,0.0,0.9457402081694152,0.211366817,1.2236148426833746,0.5321228713964636,1.6452959194114924,0.1336819525790394,0.0,0,0,0,0.8,0,1,0.4,1.0,1,1,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.05431603,0,0,0.5004024235381879
LinearSVR,10,31101,3111,3110,0.3,4.993399626468056,4.501607717041801,5.498392282958199,0.2917349079163415,4.993399626468056,4.501607717041801,5.498392282958199,0.2917349079163415,2,1,1,0.1666666666666666,0.056699754,0.018053582,0.081180251,0.0,1.2594678128079004,1.1987215676331695,1.3368258782004765,0.0,1.0,1,1,0,0.0,0,0,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.079414171,0,0,0.0
XGBRegressor,5,20736,4148,4147,0.3999999999999999,4.880406395719135,4.702194357366771,5.160356884494815,0.1605414866968057,4.880406395719135,4.702194357366771,5.160356884494815,0.1605414866968057,5,4,1,0.1666666666666666,1.899387648452727,0.035342324,4.481061899807494,8.863878775241584e-05,9.995089138,0.8168534643240677,23.793923558384765,0.000527199,1.0,1,1,0,2.6,1,5,1.9595917942265424,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.049041997,0,0,0.6730116670092565
XGBRegressor,5,5760,1152,1152,0.0,4.809027777777777,3.90625,5.295138888888888,0.5196746370519361,4.809027777777777,3.90625,5.295138888888888,0.5196746370519361,3,3,0,1.0,1.403551705121452,0.00908105,4.176081376639413,0.6050656642934444,4.592297400357703,1.2081392817163723,19.823039745873203,3.924553795148899,0.0,0,0,0,2.6,1,3,0.8000000000000002,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.2970484256482862,0,0,0.6730116670092565
HUBERREGRESSOR,15,18986,1266,1265,0.4422166387140533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,24.0,2.277891496291224,0.063859284,7.048902075,1.1657428540653276,13.323257384613813,0.073837432,83.06587437361523,15.050354874652658,0.0,0,0,0,1.2,1,2,0.4,1.8,1,2,0.4,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.5170742327791212,0,0,0.0
LASSO,5,11520,2304,2304,0.0,4.991319444444445,4.644097222222222,5.121527777777778,0.1757678535704564,4.991319444444445,4.644097222222222,5.121527777777778,0.1757678535704564,5,5,0,0.5,1.3153781183123765,2.3525975689767128e-05,3.042428877273158,0.4655601031997745,6.629856645,0.1984659375255204,14.546887921153214,1.8570743549476925,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.2581736563388431,0,0,0.0
LinearSVR,15,31096,2074,2073,0.2494438257849294,4.945979309060501,4.293294741919923,5.547515677761698,0.3614347311594676,4.945979309060501,4.293294741919923,5.547515677761698,0.3614347311594676,7,7,0,0.1666666666666666,1.216815294900265,2.321712252886863e-06,2.9334204465151315,0.4306892189428213,6.726578926407138,0.3719994941448812,15.884975637185152,1.6971454148352894,0.0,0,0,0,6.133333333333334,6,7,0.339934634,6.066666666666666,6,7,0.2494438257849293,7.0,7,7,0.0,4,4,4,0,2,2,2,0,1,1,1,0,0.1008574284662701,2073,2073,0.0
XGBRegressor,15,17280,1152,1152,0.0,5.05787037,4.166666666666666,5.815972222222222,0.4874183261399436,5.05787037,4.166666666666666,5.815972222222222,0.4874183261399436,6,6,0,0.1666666666666666,1.1915168053499632,7.976463708934905e-05,4.720525636377587,0.9685253639745832,6.401081531955611,0.00724693,27.27083618944684,5.280141250524936,0.0,0,0,0,5.133333333333334,5,6,0.339934634,5.066666666666666,5,6,0.2494438257849294,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1780801762438827,0,0,0.0
LinearSVR,5,10366,2074,2073,0.3999999999999999,4.977785282697454,4.486251808972503,5.258080077182827,0.2927869700532064,4.977785282697454,4.486251808972503,5.258080077182827,0.2927869700532064,5,4,1,0.1666666666666666,0.8492378053424376,0.009167945,3.423870574987192,0.5545238800909893,3.337104744389817,0.6109285049878004,15.395619163059209,2.672635057294659,1.0,1,1,0,0.8,0,3,1.1661903789690602,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.063084251,0,0,0.5004024235381879
